dt,shop_num,cash_num,doc_id,item,category,amount,price,discount
2025-12-06 18:51:53,1,1,2EYP054AL0M35VCVJAA7,средство для мытья посуды,бытовая химия,2,367.26,13.58
2025-12-06 18:51:55,1,1,2EYP054AL0M35VCVJAA7,освежитель воздуха,бытовая химия,7,228.11,63.04
2025-12-06 18:51:57,1,1,2EYP054AL0M35VCVJAA7,плед,текстиль,5,1927.47,288.05
2025-12-06 03:29:37,1,1,01450QAS0GUOC4ZC36CK,сметана,молоко и молочные продукты,3,141.1,17.67
2025-12-06 03:29:39,1,1,01450QAS0GUOC4ZC36CK,тюль,текстиль,2,3510.44,540.56
2025-12-06 06:04:43,1,1,IAT5N84AYLRBG2GFP8TS,чай черный,напитки и соки,4,101.34,29.38
2025-12-06 06:04:45,1,1,IAT5N84AYLRBG2GFP8TS,форма для запекания,посуда,5,686.27,105.28
2025-12-06 18:52:38,1,1,ZFHCJGMMRQEPD7PSSJ8Y,полотенце,текстиль,6,2873.03,162.63
2025-12-06 18:52:40,1,1,ZFHCJGMMRQEPD7PSSJ8Y,тофу,молоко и молочные продукты,4,230.38,20.44
2025-12-06 18:52:42,1,1,ZFHCJGMMRQEPD7PSSJ8Y,персик,фрукты и овощи,4,273.38,77.79
