dt,shop_num,cash_num,doc_id,item,category,amount,price,discount
2025-12-05 16:18:15,4,4,2XA3KE7VBN36AW9AF82T,сок лимонный,напитки и соки,10,297.09,79.35
2025-12-05 16:18:17,4,4,2XA3KE7VBN36AW9AF82T,сок апельсиовый,напитки и соки,3,232.7,53.24
2025-12-05 16:18:19,4,4,2XA3KE7VBN36AW9AF82T,освежитель воздуха,бытовая химия,6,263.32,0.64
2025-12-05 14:03:44,4,4,WDMZG3D04XS55J0BBMSB,чай зеленый,напитки и соки,7,145.29,22.37
2025-12-05 14:03:46,4,4,WDMZG3D04XS55J0BBMSB,сотейник,посуда,7,589.31,63.73
2025-12-05 14:03:48,4,4,WDMZG3D04XS55J0BBMSB,отбеливатель,бытовая химия,8,327.46,97.37
2025-12-05 14:03:50,4,4,WDMZG3D04XS55J0BBMSB,полотенце,текстиль,4,3466.82,250.71
2025-12-05 07:55:17,4,4,47V6QN4XOA49J9NG72BO,ковер,текстиль,10,2555.87,81.1
2025-12-05 07:55:19,4,4,47V6QN4XOA49J9NG72BO,полотенце,текстиль,8,3272.43,37.26
2025-12-05 01:41:46,4,4,G09OPVRQLP9OWA1ZZ8JA,стиральный порошок,бытовая химия,9,493.22,21.02
2025-12-05 01:41:48,4,4,G09OPVRQLP9OWA1ZZ8JA,персик,фрукты и овощи,6,193.79,7.97
2025-12-05 07:29:21,4,4,3ZZVTLFZVRQGBYICQYJI,средство для мытья посуды,бытовая химия,6,438.92,13.18
2025-12-05 12:35:42,4,4,QMB04K4PLF1YSASXKQWU,стакан,посуда,9,470.08,105.13
2025-12-05 13:00:44,4,4,SDUL4ZBEN6EYEAMNX9MO,плед,текстиль,10,3682.72,297.27
2025-12-05 13:00:46,4,4,SDUL4ZBEN6EYEAMNX9MO,кефир,молоко и молочные продукты,10,110.25,6.18
