dt,shop_num,cash_num,doc_id,item,category,amount,price,discount
2025-12-05 07:42:28,2,4,WNOJFLENEILC1BMFAZI2,свекла,фрукты и овощи,10,74.52,14.99
2025-12-05 07:42:30,2,4,WNOJFLENEILC1BMFAZI2,персик,фрукты и овощи,9,167.42,21.73
2025-12-05 14:38:02,2,4,COPDVOQO46RSPXYYTN3V,салат айсберг,фрукты и овощи,10,233.86,55.34
2025-12-05 14:38:04,2,4,COPDVOQO46RSPXYYTN3V,ряженка,молоко и молочные продукты,7,112.11,29.46
2025-12-05 14:38:06,2,4,COPDVOQO46RSPXYYTN3V,освежитель воздуха,бытовая химия,5,475.0,81.44
2025-12-05 14:38:08,2,4,COPDVOQO46RSPXYYTN3V,свекла,фрукты и овощи,3,134.63,16.5
2025-12-05 16:00:17,2,4,ICV59DRFWFT6JFECD3HE,освежитель воздуха,бытовая химия,4,364.04,108.69
2025-12-05 16:00:19,2,4,ICV59DRFWFT6JFECD3HE,средство для мытья посуды,бытовая химия,1,166.39,30.49
2025-12-05 16:00:21,2,4,ICV59DRFWFT6JFECD3HE,плед,текстиль,8,2639.38,676.67
2025-12-05 02:07:10,2,4,XBPIWEV09Y2YT4L5A2WQ,персик,фрукты и овощи,2,195.86,52.57
2025-12-05 02:07:12,2,4,XBPIWEV09Y2YT4L5A2WQ,тюль,текстиль,8,870.5,41.04
2025-12-05 02:07:14,2,4,XBPIWEV09Y2YT4L5A2WQ,полотенце,текстиль,4,1607.81,432.32
2025-12-05 02:55:02,2,4,S5AJNF6GAA34I3VAF5TU,сок гранатовый,напитки и соки,9,195.13,3.12
2025-12-05 02:55:04,2,4,S5AJNF6GAA34I3VAF5TU,сковорода,посуда,1,374.17,74.3
2025-12-05 02:55:06,2,4,S5AJNF6GAA34I3VAF5TU,тарелка,посуда,9,878.81,82.65
2025-12-05 02:55:08,2,4,S5AJNF6GAA34I3VAF5TU,освежитель воздуха,бытовая химия,8,207.57,57.63
2025-12-05 06:29:28,2,4,8B5IYXUMJ1EJ4EFSWBCV,морс клюквенный,напитки и соки,2,281.1,49.78
2025-12-05 06:29:30,2,4,8B5IYXUMJ1EJ4EFSWBCV,полотенце,текстиль,10,2565.28,72.71
2025-12-05 06:29:32,2,4,8B5IYXUMJ1EJ4EFSWBCV,средство для мытья посуды,бытовая химия,7,482.93,18.4
2025-12-05 09:26:16,2,4,CUWK6W9AFHOMLC5E4JUJ,кефир,молоко и молочные продукты,10,100.84,0.9
2025-12-05 09:26:18,2,4,CUWK6W9AFHOMLC5E4JUJ,чай зеленый,напитки и соки,4,127.41,17.25
2025-12-05 09:26:20,2,4,CUWK6W9AFHOMLC5E4JUJ,масло сливочное,молоко и молочные продукты,1,168.89,17.98
2025-12-05 09:26:22,2,4,CUWK6W9AFHOMLC5E4JUJ,редис,фрукты и овощи,9,225.91,58.91
